0;0;0
6.12323399574e-17;0.0;1.0
1.22416393426e-16;2.43126671095e-18;2.0
1.83452944217e-16;7.3240086955e-18;3.0
0.0150750099354;0.000696442934122;3.99988612304
0.0431386039101;0.000765932433057;4.99949226041
0.0686875022713;0.000400095172706;5.99916576708
0.118577732094;-0.000841188844022;6.99791970284
0.145769637833;-0.00100363132129;7.99754992141
0.217409806669;-0.00105053822041;8.99498046235
0.30229517412;-0.0027935044458;9.99136966164
0.372498600246;-0.00473902843842;10.9889004601
0.473270350986;-0.0109661340566;11.9837905432
0.59950133005;-0.0137578975605;12.9757874918
0.744048584974;-0.0169027589602;13.9652803927
0.846746192833;-0.0198220635294;14.9599887313
0.951651500544;-0.0228269508943;15.9544664068
1.03018481987;-0.0273791849832;16.9513675027
1.12687820345;-0.0365675720297;17.9466393063
1.23042169837;-0.0414999021474;18.9412520032
1.34162864812;-0.0491640170891;19.9350197204
1.47421745331;-0.0597557239265;20.9261342569
1.64350179145;-0.0793848249634;21.9115060198
1.85548827736;-0.0975727655319;22.8886093555
2.02118972459;-0.105522797095;23.8747532737
2.16524856934;-0.113772430024;24.8642880092
2.33424228167;-0.123085883514;25.8498611343
2.48145165228;-0.13766005932;26.8388591093
2.62596506342;-0.154115835491;27.828225109
2.76440777388;-0.173354125584;28.8184086799
2.8726636727;-0.182900563179;29.8124859032
3.02450793266;-0.198417414019;30.8007685288
3.14831882389;-0.211926718093;31.7929823979
3.23305097894;-0.219316432881;32.7893587595
3.34110480025;-0.233310405897;33.7834053079
3.49874602749;-0.259579805569;34.7705522889
3.63424936163;-0.278346122595;35.7611514368
3.72123142901;-0.28774458235;36.7573169797
3.77725502478;-0.296487438032;37.7557081452
3.81802802548;-0.302792322254;38.7548566881
3.81802802548;-0.302792322254;39.7548566881
3.85229938508;-0.308790970991;40.7542512499
3.9103142644;-0.317655813085;41.7525276086
3.92506187931;-0.319548651577;42.752417065
3.92506187931;-0.319548651577;43.752417065
3.96745249629;-0.326759358748;44.7514921579
4.04839663717;-0.342486821896;45.7480867058
4.16631721768;-0.368975078017;46.7407563936
4.28822750823;-0.401865311211;47.7327524186
4.44031187961;-0.451290176954;48.7198833758
